113.81999216306306,33.89205857695036
113.82001535135244,33.89186348135536
113.82133756595545,33.891766285432425
113.82170834344241,33.89141462027712
113.82164079110598,33.890665092633796
113.821756247869,33.890233659109796
113.82261030584247,33.89020915592246
113.82261914224945,33.89045907059874
113.82536396030018,33.89070630195346
113.82528479945805,33.89224505785743
113.825031637307,33.892323385193436
113.82462446872519,33.892280075748126
113.82675067451675,33.89632023010056
113.82925001500121,33.8959735623405
113.83094842779077,33.89591409581107
113.83317698023458,33.88147392938097
113.82148827476654,33.884225928144375
113.81995266835816,33.884529215321116
113.81834312676192,33.885164066712484
113.81862697237177,33.88668873813771
113.81924620329121,33.88678539979919
113.81949939648034,33.888979328706704
113.81968432525944,33.88962801313593
113.81866928941345,33.889620888329816
113.81833148125979,33.889727349604534
113.81859382719573,33.89147803596602
113.81999216306306,33.89205857695036
113.59206033493797,33.71670355971929,1,I
113.58737328737658,33.72085212237611,1,I
113.58850304105312,33.72405346767718,1,I
113.58989203553084,33.72703070317825,1,I
113.59433791891647,33.732751882806575,1,I
113.59273282989074,33.73710482754572,1,I
113.58944501202865,33.738487534967206,1,I
113.58643031176335,33.73872987494727,1,I
113.58316400701163,33.74196610510237,1,I
113.58075690620845,33.750235645910905,1,I
113.57971677785144,33.757809919303625,1,I
113.5775208158483,33.759443727301125,1,I
113.57503710050962,33.75925347499542,1,I
113.5723695431713,33.75744717889347,1,I
113.56957886869334,33.75624634883571,1,I
113.56635279820681,33.75552670475955,1,I
113.56181171979117,33.75527396662897,1,I
113.55820906779451,33.75561275225758,1,I
113.55588683091499,33.75649891343905,1,I
113.55327691830637,33.7590568766487,1,I
113.55081520842184,33.76323700617725,1,I
113.54898291213046,33.76379853360269,1,I
113.54723298379386,33.76263678458175,1,I
113.54337543022196,33.761348941695566,1,I
113.5397890712127,33.76096127480738,1,I
113.53512279440575,33.76035446736278,1,I
113.53153536160957,33.7588000906528,1,I
113.52439847892788,33.75680634882195,1,I
113.52084820166846,33.756361842114764,1,I
113.51728430699491,33.75613393388432,1,I
113.51483500338782,33.75727930426694,1,I
113.51047528230085,33.757488852991266,1,I
113.50527513179236,33.75538910842535,1,I
